Company,EntryDate,ExitDate,HoldingYears,PairingNotes,Entry_DealType,Entry_DealType2,Entry_DealType3,Entry_DealSize,Entry_Sponsor,Exit_DealType,Exit_DealType2,Exit_DealType3,Exit_DealSize,Exit_Sponsor,EntryYear,ExitYear
"kennametal (castings, steel-plate fabrication and deburring operations)",2015-12-01,2022-01-02,6.0889801505817935,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,70.0,madison industries,merger/acquisition,,,,"madison industries, polymet corporation",2015,2022
kennametal stellite,2006-03-01,2012-03-01,6.0013689253935665,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,208.9,duke street(john harper),merger/acquisition,,,383.0,kennametal (nys: kmt),2006,2012
kennametal stellite,2006-03-01,2025-06-06,19.266255989048595,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,208.9,duke street(john harper),merger/acquisition,corporate divestiture,,19.0,,2006,2025
kenneth cole productions,2012-09-25,2024-01-01,11.266255989048597,SingleEntrySingleExit,buyout/lbo,public to private,management buyout,163.3,marlin equity partners,merger/acquisition,,,,mitra adiperkasa (idx: mapi),2012,2024
kenra professional,2010-12-10,2014-06-02,3.477070499657769,SingleEntrySingleExit,buyout/lbo,secondary buyout,,59.2,tsg consumer,merger/acquisition,corporate divestiture,,,henkel (etr: hen3)(kasper rorsted),2010,2014
kester,2004-02-20,2006-07-18,2.406570841889117,SingleEntryMultipleExits,buyout/lbo,,,60.0,"american capital(ira wagner), lgt european capital",merger/acquisition,,,89.0,illinois tool works (nys: itw),2004,2006
kester,2004-02-20,2019-12-02,15.780971937029431,SingleEntryMultipleExits,buyout/lbo,,,60.0,"american capital(ira wagner), lgt european capital",merger/acquisition,corporate divestiture,,68.0,element solutions (specialty chemicals) (nys: esi)(benjamin gliklich),2004,2019
kettle foods,2006-08-09,2010-03-31,3.6413415468856947,SingleEntrySingleExit,buyout/lbo,secondary buyout,,300.0,"carson private capital, lion capital(lyndon lea)",merger/acquisition,,,615.0,diamond foods(michael mendes),2006,2010
keurig dr pepper (nas: kdp),2016-03-03,2018-07-09,2.349075975359343,SingleEntryMultipleExits,buyout/lbo,public to private,,13900.0,"bdt & company (private equity), jab holding company(lambertus becht), mondelēz global (nas: mdlz)(irene rosenfeld)",reverse merger,,,,dr pepper snapple group,2016,2018
key surgical,2019-08-28,2020-11-18,1.2265571526351813,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,,,merger/acquisition,,,853.2,steris (nys: ste),2019,2020
keypoint government solutions,2009-05-02,2018-06-01,9.08145106091718,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,72.0,"manulife investment management private equity & credit, veritas capital fund management",merger/acquisition,,,,perspecta(marilyn crouther),2009,2018
